"account_number","suite","house_number","street_name","garage","neighbourhood_id","neighbourhood","ward","assessed_value","latitude","longitude","point_location","tax_class_pct_1","tax_class_pct_2","tax_class_pct_3","mill_class_1","mill_class_2","mill_class_3"
"1083906",,"7404","156 STREET NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","513500","53.50667472649801","-113.59077186104163","POINT (-113.59077186104163 53.50667472649801)","100",,,"RESIDENTIAL",,
"1028802","45","10453","20 AVENUE NW","N","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","191000","53.44972173311874","-113.49848762847681","POINT (-113.49848762847681 53.44972173311874)","100",,,"RESIDENTIAL",,
"1087485",,"7808","158 STREET NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","406500","53.51078320346559","-113.59362710170774","POINT (-113.59362710170774 53.51078320346559)","100",,,"RESIDENTIAL",,
"1043538","407","10045","117 STREET NW","N","1150","OLIVER","O-day'min Ward","158000","53.540051481661735","-113.52261283073618","POINT (-113.52261283073618 53.540051481661735)","100",,,"RESIDENTIAL",,
"1191022",,"17522","92 STREET NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","650000","53.637939153132976","-113.48301722004163","POINT (-113.48301722004163 53.637939153132976)","100",,,"RESIDENTIAL",,
"1208537",,"16017","93A AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","438000","53.52889323694786","-113.59884956052025","POINT (-113.59884956052025 53.52889323694786)","100",,,"RESIDENTIAL",,
"1115393",,"15001","75 AVENUE NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","596000","53.507810939291794","-113.57914753685341","POINT (-113.57914753685341 53.507810939291794)","100",,,"RESIDENTIAL",,
"1214212",,,,"N","1070","CROMDALE","Métis Ward","8000","53.55591201019","-113.47031114606736","POINT (-113.47031114606736 53.55591201019)","100",,,"RESIDENTIAL",,
"1196070",,"15611","83A STREET NW","N","2050","BELLE RIVE","tastawiyiniwak Ward","280500","53.61683896586338","-113.46932714355559","POINT (-113.46932714355559 53.61683896586338)","100",,,"RESIDENTIAL",,
"1105162",,"15206","76A AVENUE NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","559000","53.5101764433698","-113.5835827351901","POINT (-113.5835827351901 53.5101764433698)","100",,,"RESIDENTIAL",,
"1162759",,"8315","190 STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","327500","53.517281138461115","-113.65100193389026","POINT (-113.65100193389026 53.517281138461115)","100",,,"RESIDENTIAL",,
"1238526",,"9106","167 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","329500","53.52658926457535","-113.61146765744559","POINT (-113.61146765744559 53.52658926457535)","100",,,"RESIDENTIAL",,
"1034537",,"10834","21 AVENUE NW","Y","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","334000","53.45262126218898","-113.50581047435024","POINT (-113.50581047435024 53.45262126218898)","100",,,"RESIDENTIAL",,
"1074913",,"7903","18 STREET NW","N","6690","SOUTHEAST INDUSTRIAL","Sspomitapi Ward","1151000","53.51609340976554","-113.37173784387537","POINT (-113.37173784387537 53.51609340976554)","100",,,"COMMERCIAL",,
"1203926","410","2628","MILL WOODS ROAD EAST NW","N","6770","WEINLOS","Sspomitapi Ward","96500","53.45885364278415","-113.4082180009321","POINT (-113.4082180009321 53.45885364278415)","100",,,"RESIDENTIAL",,
"1060037","3","1415","62 STREET NW","N","6670","SAKAW","Karhiio Ward","148500","53.443750199003276","-113.43118122055851","POINT (-113.43118122055851 53.443750199003276)","100",,,"RESIDENTIAL",,
"1360221",,"15914","100A AVENUE NW","Y","4180","GLENWOOD","Nakota Isga Ward","343000","53.540552827489584","-113.59631335530716","POINT (-113.59631335530716 53.540552827489584)","100",,,"RESIDENTIAL",,
"1324797","107","12411","LANSDOWNE DRIVE NW","N","5260","LANSDOWNE","papastew Ward","56500","53.483949009797556","-113.5433526728453","POINT (-113.5433526728453 53.483949009797556)","100",,,"RESIDENTIAL",,
"1164631",,"8139","188 STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","400500","53.515802082600665","-113.64598438194558","POINT (-113.64598438194558 53.515802082600665)","100",,,"RESIDENTIAL",,
"1266832",,"9116","151 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","235000","53.52547571439973","-113.58204521979457","POINT (-113.58204521979457 53.52547571439973)","100",,,"RESIDENTIAL",,
"1206333",,"15914","92A AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","375000","53.5277526685278","-113.59569445267223","POINT (-113.59569445267223 53.5277526685278)","100",,,"RESIDENTIAL",,
"1076579",,"2903","121 AVENUE NE","N","2160","CLOVER BAR AREA","Dene Ward","1952000","53.57610148816717","-113.29983846455605","POINT (-113.29983846455605 53.57610148816717)","100",,,"COMMERCIAL",,
"1120591",,"21720","103 AVENUE NW","N","4670","WINTERBURN INDUSTRIAL AREA WEST","Nakota Isga Ward","400500","53.54426994367136","-113.69399437201068","POINT (-113.69399437201068 53.54426994367136)","100",,,"COMMERCIAL",,
"1112473",,,,"N","4478","PINTAIL LANDING","Nakota Isga Ward","128500","53.58247004041809","-113.68135351449669","POINT (-113.68135351449669 53.58247004041809)","100",,,"RESIDENTIAL",,
"1133917","203","6208","180 STREET NW","N","4380","ORMSBY PLACE","sipiwiyiniwak Ward","117500","53.49725866232886","-113.63495926162925","POINT (-113.63495926162925 53.49725866232886)","100",,,"RESIDENTIAL",,
"1096122",,"17920","92A STREET NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","314500","53.64288997261918","-113.48370368026852","POINT (-113.48370368026852 53.64288997261918)","100",,,"RESIDENTIAL",,
"1053016",,"4142","36 STREET NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","362500","53.47837959205805","-113.39619082427085","POINT (-113.39619082427085 53.47837959205805)","100",,,"RESIDENTIAL",,
"1242916",,"9303","168 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","346500","53.528973794728394","-113.61119041156978","POINT (-113.61119041156978 53.528973794728394)","100",,,"RESIDENTIAL",,
"1171339","42","3115","119 STREET NW","N","5490","SWEET GRASS","Ipiihkoohkanipiaohtsi Ward","210000","53.4628008739653","-113.5375250781339","POINT (-113.5375250781339 53.4628008739653)","100",,,"RESIDENTIAL",,
"1101872",,"19503","33 STREET NE","N","2690","RURAL NORTH EAST SOUTH STURGEON","Dene Ward","1500","53.65787317140906","-113.29059669156925","POINT (-113.29059669156925 53.65787317140906)","100",,,"COMMERCIAL",,
"1373166",,"16449","105 AVENUE NW","Y","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","300500","53.54829117223995","-113.60700341214944","POINT (-113.60700341214944 53.54829117223995)","100",,,"RESIDENTIAL",,
"1296110","42","10205","158 AVENUE NW","N","3040","BEAUMARIS","tastawiyiniwak Ward","170500","53.61879818329765","-113.50000485555766","POINT (-113.50000485555766 53.61879818329765)","100",,,"RESIDENTIAL",,
"1324771","105","12411","LANSDOWNE DRIVE NW","N","5260","LANSDOWNE","papastew Ward","78000","53.483949009797556","-113.5433526728453","POINT (-113.5433526728453 53.483949009797556)","100",,,"RESIDENTIAL",,
"1258185",,"147","CENTENNIAL COURT NW","N","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","153000","53.54767180705669","-113.61051384692745","POINT (-113.61051384692745 53.54767180705669)","100",,,"RESIDENTIAL",,
"1162692",,"8620","190A STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","401000","53.52026057157339","-113.65181454735567","POINT (-113.65181454735567 53.52026057157339)","100",,,"RESIDENTIAL",,
"1287515",,"9342","153 STREET NW","Y","4500","SHERWOOD","sipiwiyiniwak Ward","278000","53.52968029179628","-113.58555061597718","POINT (-113.58555061597718 53.52968029179628)","100",,,"RESIDENTIAL",,
"1332782",,"9906","163 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","259500","53.53780772382898","-113.60325174258041","POINT (-113.60325174258041 53.53780772382898)","100",,,"RESIDENTIAL",,
"1057819",,"58","KINISKI CRESCENT NW","N","6370","KINISKI GARDENS","Sspomitapi Ward","274000","53.479042498846944","-113.4010198928914","POINT (-113.4010198928914 53.479042498846944)","100",,,"RESIDENTIAL",,
"1030584","20","10160","119 STREET NW","N","1150","OLIVER","O-day'min Ward","190500","53.54226423602291","-113.5273471571312","POINT (-113.5273471571312 53.54226423602291)","100",,,"RESIDENTIAL",,
"1050178",,"3615","146 AVENUE NW","N","2430","KIRKNESS","Dene Ward","283000","53.6083731859633","-113.39719203797365","POINT (-113.39719203797365 53.6083731859633)","100",,,"RESIDENTIAL",,
"1033430",,"18425","96A AVENUE NW","Y","4240","LA PERLE","Nakota Isga Ward","346000","53.532114084808164","-113.64131297182148","POINT (-113.64131297182148 53.532114084808164)","100",,,"RESIDENTIAL",,
"1277334",,"15955","18 STREET NW","N","4022","ANTHONY HENDAY CLAREVIEW","Dene Ward","63000","53.62113483262568","-113.36159872204527","POINT (-113.36159872204527 53.62113483262568)","100",,,"RESIDENTIAL",,
"1312735",,"8221","DAVIES ROAD NW","N","6170","DAVIES INDUSTRIAL WEST","Métis Ward","398500","53.49557937494304","-113.44954281983","POINT (-113.44954281983 53.49557937494304)","100",,,"COMMERCIAL",,
"1308915","A","2908","116A AVENUE NW","N","2660","RUNDLE HEIGHTS","Métis Ward","75000","53.569481415092525","-113.38808091658704","POINT (-113.38808091658704 53.569481415092525)","100",,,"RESIDENTIAL",,
"1154319",,"5605","186 STREET NW","Y","4220","JAMIESON PLACE","sipiwiyiniwak Ward","363000","53.4918822675808","-113.6445214074539","POINT (-113.6445214074539 53.4918822675808)","100",,,"RESIDENTIAL",,
"1037290",,"9526","180 AVENUE NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","454500","53.641843698516496","-113.48974472737827","POINT (-113.48974472737827 53.641843698516496)","100",,,"RESIDENTIAL",,
"1177195","1001","10135","SASKATCHEWAN DRIVE NW","N","5480","STRATHCONA","papastew Ward","199500","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1091198",,"14638","54 STREET NW","N","2130","CASSELMAN","Dene Ward","165500","53.60977005024769","-113.42276746215013","POINT (-113.42276746215013 53.60977005024769)","100",,,"RESIDENTIAL",,
"1207638",,"16037","94A AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","342000","53.530487628078895","-113.60025231708859","POINT (-113.60025231708859 53.530487628078895)","100",,,"RESIDENTIAL",,
"1174630",,"18840","81A AVENUE NW","Y","4020","ALDERGROVE","Nakota Isga Ward","392500","53.514330118872536","-113.6479025394968","POINT (-113.6479025394968 53.514330118872536)","100",,,"RESIDENTIAL",,
"1289610",,"9332","152 STREET NW","Y","4500","SHERWOOD","sipiwiyiniwak Ward","274000","53.529405247778975","-113.58379433305305","POINT (-113.58379433305305 53.529405247778975)","100",,,"RESIDENTIAL",,
"1056167",,"4117","41 STREET NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","327000","53.4778066248996","-113.40308858596005","POINT (-113.40308858596005 53.4778066248996)","100",,,"RESIDENTIAL",,
"1228980","14","18010","98 AVENUE NW","N","4240","LA PERLE","Nakota Isga Ward","165000","53.53457465481765","-113.63256666859638","POINT (-113.63256666859638 53.53457465481765)","100",,,"RESIDENTIAL",,
"1059062",,"305","KIRKPATRICK CRESCENT NW","N","6370","KINISKI GARDENS","Sspomitapi Ward","255500","53.48174894768303","-113.40187793743092","POINT (-113.40187793743092 53.48174894768303)","100",,,"RESIDENTIAL",,
"1010735",,"280","RHATIGAN ROAD WEST NW","Y","5350","RHATIGAN RIDGE","pihêsiwin Ward","579500","53.47646955438731","-113.59014892519707","POINT (-113.59014892519707 53.47646955438731)","100",,,"RESIDENTIAL",,
"1327162","302","13806","24 STREET NW","N","2030","BANNERMAN","Dene Ward","56000","53.60032965434167","-113.38008200076702","POINT (-113.38008200076702 53.60032965434167)","100",,,"RESIDENTIAL",,
"1067891",,"4030","101 STREET SW","N","6214","ELLERSLIE INDUSTRIAL","Karhiio Ward","551000","53.396291923392","-113.49621053384557","POINT (-113.49621053384557 53.396291923392)","100",,,"COMMERCIAL",,
"1054428",,"4112","37A STREET NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","298500","53.47697454891427","-113.39839356243762","POINT (-113.39839356243762 53.47697454891427)","100",,,"RESIDENTIAL",,
"1178797",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1028042","4","10131","154 STREET NW","N","4090","CANORA","Nakota Isga Ward","60000","53.542939793659265","-113.58631399382841","POINT (-113.58631399382841 53.542939793659265)","100",,,"RESIDENTIAL",,
"1093111",,"445","HEFFERNAN DRIVE NW","Y","5230","HENDERSON ESTATES","pihêsiwin Ward","1132500","53.46777049546292","-113.60098770646842","POINT (-113.60098770646842 53.46777049546292)","100",,,"RESIDENTIAL",,
"1235357","1903","10149","SASKATCHEWAN DRIVE NW","N","5480","STRATHCONA","papastew Ward","192500","53.52349869022008","-113.49387075218355","POINT (-113.49387075218355 53.52349869022008)","100",,,"RESIDENTIAL",,
"1017615",,"1020","106 STREET NW","Y","5030","BEARSPAW","Ipiihkoohkanipiaohtsi Ward","417500","53.44036924702007","-113.49921605228124","POINT (-113.49921605228124 53.44036924702007)","100",,,"RESIDENTIAL",,
"1216423","70","1503","MILLWOODS ROAD EAST NW","N","6140","CRAWFORD PLAINS","Sspomitapi Ward","137000","53.443419127027546","-113.40261040343367","POINT (-113.40261040343367 53.443419127027546)","100",,,"RESIDENTIAL",,
"1155597",,"4196","93 STREET NW","N","6700","STRATHCONA INDUSTRIAL PARK","Karhiio Ward","459500","53.47855177321394","-113.4730460548284","POINT (-113.4730460548284 53.47855177321394)","100",,,"COMMERCIAL",,
"1284975","1104","9816","112 STREET NW","N","1150","OLIVER","O-day'min Ward","205000","53.53612037305204","-113.51449232375236","POINT (-113.51449232375236 53.53612037305204)","100",,,"RESIDENTIAL",,
"1236579",,"9207","169 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","431000","53.527410583933225","-113.61352575452739","POINT (-113.61352575452739 53.527410583933225)","100",,,"RESIDENTIAL",,
"1150366",,"8307","160 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","393000","53.517488102928276","-113.59787260778343","POINT (-113.59787260778343 53.517488102928276)","100",,,"RESIDENTIAL",,
"1193812","305","16507","83 AVENUE NW","N","4140","ELMWOOD","sipiwiyiniwak Ward","83500","53.516121615496566","-113.60756900518781","POINT (-113.60756900518781 53.516121615496566)","100",,,"RESIDENTIAL",,
"1179233",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1322346",,"15730","96 AVENUE NW","Y","4180","GLENWOOD","Nakota Isga Ward","362500","53.53325073742352","-113.59333640239977","POINT (-113.59333640239977 53.53325073742352)","100",,,"RESIDENTIAL",,
"1221092",,"16704","94 AVENUE NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","381500","53.530928792742834","-113.61110598629077","POINT (-113.61110598629077 53.530928792742834)","100",,,"RESIDENTIAL",,
"1315571","1703","10011","123 STREET NW","N","1150","OLIVER","O-day'min Ward","171500","53.54094873521212","-113.53361896801161","POINT (-113.53361896801161 53.54094873521212)","100",,,"RESIDENTIAL",,
"1214436",,,,"N","1070","CROMDALE","Métis Ward","8000","53.55591201019","-113.47031114606736","POINT (-113.47031114606736 53.55591201019)","100",,,"RESIDENTIAL",,
"1008960",,"18520","STONY PLAIN ROAD NW","N","4530","SUNWAPTA INDUSTRIAL","Nakota Isga Ward","9199000","53.54261657393015","-113.64142724943609","POINT (-113.64142724943609 53.54261657393015)","100",,,"COMMERCIAL",,
"1053065",,"4132","36 STREET NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","290000","53.47795854935312","-113.39612777471143","POINT (-113.39612777471143 53.47795854935312)","100",,,"RESIDENTIAL",,
"1065150",,,,"N","5200","GARNEAU","papastew Ward","500","53.51584446927477","-113.51864046956135","POINT (-113.51864046956135 53.51584446927477)","100",,,"RESIDENTIAL",,
"1310788","33","10172","118 STREET NW","N","1150","OLIVER","O-day'min Ward","219500","53.542572136876274","-113.52550781043476","POINT (-113.52550781043476 53.542572136876274)","100",,,"RESIDENTIAL",,
"1057371",,"468","KIRKPATRICK CRESCENT NW","N","6370","KINISKI GARDENS","Sspomitapi Ward","307000","53.48125999161556","-113.40292251567197","POINT (-113.40292251567197 53.48125999161556)","100",,,"RESIDENTIAL",,
"1184068",,"15709","91 AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","356500","53.52558863151551","-113.59316236417965","POINT (-113.59316236417965 53.52558863151551)","100",,,"RESIDENTIAL",,
"1284561","606","9816","112 STREET NW","N","1150","OLIVER","O-day'min Ward","155500","53.53612037305204","-113.51449232375236","POINT (-113.51449232375236 53.53612037305204)","100",,,"RESIDENTIAL",,
"1317239",,,,"N","1150","OLIVER","O-day'min Ward","8000","53.540144793026066","-113.52725484458843","POINT (-113.52725484458843 53.540144793026066)","100",,,"RESIDENTIAL",,
"1131580",,"19008","73 AVENUE NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","343500","53.507351816471036","-113.65186153506448","POINT (-113.65186153506448 53.507351816471036)","100",,,"RESIDENTIAL",,
"1127570",,"8209","151 STREET NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","626500","53.51542387698661","-113.58062804987361","POINT (-113.58062804987361 53.51542387698661)","100",,,"RESIDENTIAL",,
"1153691",,"8006","159 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","306500","53.51404749657446","-113.59724278035957","POINT (-113.59724278035957 53.51404749657446)","100",,,"RESIDENTIAL",,
"1203603","301","2628","MILL WOODS ROAD EAST NW","N","6770","WEINLOS","Sspomitapi Ward","95000","53.45885364278415","-113.4082180009321","POINT (-113.4082180009321 53.45885364278415)","100",,,"RESIDENTIAL",,
"1175363",,"8123","188 STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","432000","53.51519198193945","-113.645658156494","POINT (-113.645658156494 53.51519198193945)","100",,,"RESIDENTIAL",,
"1289446","101","6315","172 STREET NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","112500","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1167246",,"9337","172 STREET NW","N","4520","SUMMERLEA","sipiwiyiniwak Ward","146500","53.52800472622175","-113.61671271516741","POINT (-113.61671271516741 53.52800472622175)","100",,,"RESIDENTIAL",,
"1171602","15","3115","119 STREET NW","N","5490","SWEET GRASS","Ipiihkoohkanipiaohtsi Ward","210000","53.4628008739653","-113.5375250781339","POINT (-113.5375250781339 53.4628008739653)","100",,,"RESIDENTIAL",,
"1234780","1400","10149","SASKATCHEWAN DRIVE NW","N","5480","STRATHCONA","papastew Ward","172500","53.52349869022008","-113.49387075218355","POINT (-113.49387075218355 53.52349869022008)","100",,,"RESIDENTIAL",,
"1030055",,"6137","38 AVENUE NW","N","6300","HILLVIEW","Karhiio Ward","173500","53.47352140311311","-113.4312669424637","POINT (-113.4312669424637 53.47352140311311)","100",,,"RESIDENTIAL",,
"1212562","3","10721","116 STREET NW","N","1180","QUEEN MARY PARK","O-day'min Ward","100000","53.552203149258474","-113.52078031261819","POINT (-113.52078031261819 53.552203149258474)","100",,,"RESIDENTIAL",,
"1213032","1701","11826","100 AVENUE NW","N","1150","OLIVER","O-day'min Ward","702000","53.53994990978465","-113.52629261997346","POINT (-113.52629261997346 53.53994990978465)","100",,,"RESIDENTIAL",,
"1207539","202","1945","104 STREET NW","N","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","106000","53.45067938026154","-113.49389483633416","POINT (-113.49389483633416 53.45067938026154)","100",,,"RESIDENTIAL",,
"1084490",,,,"N","1150","OLIVER","O-day'min Ward","8000","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1237155",,"18013","98 AVENUE NW","N","4240","LA PERLE","Nakota Isga Ward","161500","53.53319647395005","-113.63255294813226","POINT (-113.63255294813226 53.53319647395005)","100",,,"RESIDENTIAL",,
"1167378",,"9265","172 STREET NW","N","4520","SUMMERLEA","sipiwiyiniwak Ward","150000","53.52800472622175","-113.61671271516741","POINT (-113.61671271516741 53.52800472622175)","100",,,"RESIDENTIAL",,
"1092436",,"8416","45 STREET NW","N","6540","MORRIS INDUSTRIAL","Métis Ward","395000","53.52003585287881","-113.41101334683606","POINT (-113.41101334683606 53.52003585287881)","100",,,"COMMERCIAL",,
"1207315","303","1939","104 STREET NW","N","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","100500","53.45067938026154","-113.49389483633416","POINT (-113.49389483633416 53.45067938026154)","100",,,"RESIDENTIAL",,
"1155001","2","3221","119 STREET NW","N","5490","SWEET GRASS","Ipiihkoohkanipiaohtsi Ward","216500","53.463969140466915","-113.53755902168045","POINT (-113.53755902168045 53.463969140466915)","100",,,"RESIDENTIAL",,
"1050590",,"14618","37 STREET NW","Y","2430","KIRKNESS","Dene Ward","331000","53.60989739326245","-113.39733638208251","POINT (-113.39733638208251 53.60989739326245)","100",,,"RESIDENTIAL",,
"1201904",,"9201","159 STREET NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","376500","53.526946124450554","-113.59422356992957","POINT (-113.59422356992957 53.526946124450554)","100",,,"RESIDENTIAL",,
"1278860","103","3007","35 STREET NW","N","6030","BISSET","Sspomitapi Ward","65500","53.461834384142364","-113.3945953656208","POINT (-113.3945953656208 53.461834384142364)","100",,,"RESIDENTIAL",,
"1047778",,"15232","71 STREET NW","Y","2410","KILKENNY","tastawiyiniwak Ward","382500","53.615070860473544","-113.44819715455883","POINT (-113.44819715455883 53.615070860473544)","100",,,"RESIDENTIAL",,
"1255280",,"44","HUNTINGTON HILL NW","N","5170","EMPIRE PARK","papastew Ward","134500","53.48548453723555","-113.4976989872093","POINT (-113.4976989872093 53.48548453723555)","100",,,"RESIDENTIAL",,
"1109511",,"7304","154 STREET NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","651500","53.505670659458765","-113.5867370581899","POINT (-113.5867370581899 53.505670659458765)","100",,,"RESIDENTIAL",,
"1195361",,"15920","88B AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","341500","53.52302378796381","-113.59563047985124","POINT (-113.59563047985124 53.52302378796381)","100",,,"RESIDENTIAL",,
"1266006",,"9126","150 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","356000","53.52587144011449","-113.58028953134065","POINT (-113.58028953134065 53.52587144011449)","100",,,"RESIDENTIAL",,
"1148725",,"15803","81 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","404500","53.515003457332774","-113.59558958992568","POINT (-113.59558958992568 53.515003457332774)","100",,,"RESIDENTIAL",,
"1112697",,"7305","154 STREET NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","497500","53.50611039398727","-113.58612805621168","POINT (-113.58612805621168 53.50611039398727)","100",,,"RESIDENTIAL",,
"1118355",,"21111","109 AVENUE NW","N","4650","WINTERBURN INDUSTRIAL AREA EAST","Nakota Isga Ward","3063500","53.555199467669915","-113.68271713927051","POINT (-113.68271713927051 53.555199467669915)","100",,,"COMMERCIAL",,
"1137538",,"15415","81 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","393000","53.514592998470135","-113.58917530670986","POINT (-113.58917530670986 53.514592998470135)","100",,,"RESIDENTIAL",,
"1295674",,"9925","152 STREET NW","Y","4580","WEST JASPER PLACE","Nakota Isga Ward","496000","53.53842925028335","-113.58279610200837","POINT (-113.58279610200837 53.53842925028335)","100",,,"RESIDENTIAL",,
"1320936",,"9745","157 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","265000","53.536023895618094","-113.59157880105312","POINT (-113.59157880105312 53.536023895618094)","100",,,"RESIDENTIAL",,
"1376763",,"10538","163 STREET NW","Y","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","260500","53.549387872659345","-113.60306599643528","POINT (-113.60306599643528 53.549387872659345)","100",,,"RESIDENTIAL",,
"1039346","9","11824","86 STREET NW","N","1100","EASTWOOD","Métis Ward","69000","53.57112341384843","-113.47313156624024","POINT (-113.47313156624024 53.57112341384843)","100",,,"RESIDENTIAL",,
"1124429",,"15026","85 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","347000","53.517971394331184","-113.58126463781726","POINT (-113.58126463781726 53.517971394331184)","100",,,"RESIDENTIAL",,
"1044510","1601","10045","117 STREET NW","N","1150","OLIVER","O-day'min Ward","156000","53.540051481661735","-113.52261283073618","POINT (-113.52261283073618 53.540051481661735)","100",,,"RESIDENTIAL",,
"1299320",,"191","LAGO LINDO CRESCENT NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","313500","53.629796525515765","-113.48928442298191","POINT (-113.48928442298191 53.629796525515765)","100",,,"RESIDENTIAL",,
"1314640","304","10011","123 STREET NW","N","1150","OLIVER","O-day'min Ward","161000","53.54094873521212","-113.53361896801161","POINT (-113.53361896801161 53.54094873521212)","100",,,"RESIDENTIAL",,
"1202498","104","2624","MILL WOODS ROAD EAST NW","N","6770","WEINLOS","Sspomitapi Ward","98000","53.45885364278415","-113.4082180009321","POINT (-113.4082180009321 53.45885364278415)","100",,,"RESIDENTIAL",,
"1020593",,"132","WOLF WILLOW CRESCENT NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","701500","53.50229650239298","-113.59590871608177","POINT (-113.59590871608177 53.50229650239298)","100",,,"RESIDENTIAL",,
"1248251","38","3111","142 AVENUE NW","N","2320","HAIRSINE","Dene Ward","128500","53.60579806992998","-113.38883823729446","POINT (-113.38883823729446 53.60579806992998)","100",,,"RESIDENTIAL",,
"1104959",,"15108","76A AVENUE NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","508500","53.510154679380285","-113.58126008731746","POINT (-113.58126008731746 53.510154679380285)","100",,,"RESIDENTIAL",,
"1214758",,,,"N","1070","CROMDALE","Métis Ward","8000","53.55591201019","-113.47031114606736","POINT (-113.47031114606736 53.55591201019)","100",,,"RESIDENTIAL",,
"1305911","27","4610","17 AVENUE NW","N","6580","POLLARD MEADOWS","Sspomitapi Ward","181000","53.44696807240939","-113.40822238136654","POINT (-113.40822238136654 53.44696807240939)","100",,,"RESIDENTIAL",,
"1014778",,"1519","104 STREET NW","Y","5030","BEARSPAW","Ipiihkoohkanipiaohtsi Ward","396500","53.44630601344797","-113.4939153457476","POINT (-113.4939153457476 53.44630601344797)","100",,,"RESIDENTIAL",,
"1310440",,"10165","158 AVENUE NW","N","3040","BEAUMARIS","tastawiyiniwak Ward","197000","53.61879064397748","-113.49830002095884","POINT (-113.49830002095884 53.61879064397748)","100",,,"RESIDENTIAL",,
"1163203",,"7907","164 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","345000","53.51304953169007","-113.60370253102847","POINT (-113.60370253102847 53.51304953169007)","100",,,"RESIDENTIAL",,
"1174564",,"8110","188A STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","429000","53.514629459960005","-113.64810059596877","POINT (-113.64810059596877 53.514629459960005)","100",,,"RESIDENTIAL",,
